02.01.2018 14:35:42.000 GMT-0000,10.428,10.428,10.428,10.428,0.0011,candlestick,0
02.01.2018 14:35:43.000 GMT-0000,10.427,10.427,10.427,10.427,0.0125,candlestick,0
02.01.2018 14:35:44.000 GMT-0000,10.427,10.427,10.427,10.427,0.0155,candlestick,0
02.01.2018 14:35:45.000 GMT-0000,10.428,10.428,10.428,10.428,0.0043,candlestick,0
02.01.2018 14:35:46.000 GMT-0000,10.427,10.452,10.427,10.452,0.0347,candlestick,0
02.01.2018 14:35:47.000 GMT-0000,10.447,10.447,10.447,10.447,0.0185,candlestick,0
02.01.2018 14:35:49.000 GMT-0000,10.458,10.467,10.458,10.467,0.022400000000000003,candlestick,0
02.01.2018 14:35:50.000 GMT-0000,10.468,10.468,10.467,10.467,0.0125,candlestick,0
02.01.2018 14:35:51.000 GMT-0000,10.468,10.468,10.468,10.468,0.0015,candlestick,0
02.01.2018 14:35:52.000 GMT-0000,10.467,10.467,10.467,10.467,0.0124,candlestick,0
02.01.2018 14:35:53.000 GMT-0000,10.468,10.468,10.468,10.468,0.0075,candlestick,0
02.01.2018 14:35:54.000 GMT-0000,10.467,10.467,10.467,10.467,0.0122,candlestick,0
02.01.2018 14:35:55.000 GMT-0000,10.458,10.458,10.449,10.449,0.022499999999999996,candlestick,0
02.01.2018 14:35:56.000 GMT-0000,10.449,10.449,10.449,10.449,0.0075,candlestick,0
02.01.2018 14:35:57.000 GMT-0000,10.447,10.448,10.447,10.448,0.010599999999999998,candlestick,0
02.01.2018 14:35:58.000 GMT-0000,10.447,10.447,10.447,10.447,0.0147,candlestick,0
02.01.2018 14:35:59.000 GMT-0000,10.449,10.449,10.449,10.449,0.0075,candlestick,0
02.01.2018 14:36:00.000 GMT-0000,10.449,10.451,10.449,10.451,0.015,candlestick,0
02.01.2018 14:36:01.000 GMT-0000,10.451,10.451,10.451,10.451,0.015,candlestick,0
02.01.2018 14:36:03.000 GMT-0000,10.452,10.452,10.452,10.452,0.0075,candlestick,0
02.01.2018 14:36:04.000 GMT-0000,10.450,10.450,10.450,10.450,0.0075,candlestick,0
02.01.2018 14:36:05.000 GMT-0000,10.453,10.453,10.453,10.453,0.0075,candlestick,0
02.01.2018 14:36:06.000 GMT-0000,10.458,10.458,10.457,10.457,0.015600000000000001,candlestick,0
02.01.2018 14:36:07.000 GMT-0000,10.458,10.458,10.458,10.458,0.0145,candlestick,0
02.01.2018 14:36:08.000 GMT-0000,10.467,10.468,10.467,10.468,0.0331,candlestick,0
02.01.2018 14:36:09.000 GMT-0000,10.467,10.467,10.467,10.467,0.0199,candlestick,0
02.01.2018 14:36:10.000 GMT-0000,10.467,10.467,10.467,10.467,0.0199,candlestick,0
02.01.2018 14:36:11.000 GMT-0000,10.467,10.467,10.467,10.467,0.0203,candlestick,0
02.01.2018 14:36:13.000 GMT-0000,10.468,10.468,10.468,10.468,0.007699999999999999,candlestick,0
02.01.2018 14:36:15.000 GMT-0000,10.467,10.467,10.467,10.467,0.0203,candlestick,0
02.01.2018 14:36:16.000 GMT-0000,10.468,10.468,10.468,10.468,0.0075,candlestick,0
02.01.2018 14:36:17.000 GMT-0000,10.467,10.467,10.467,10.467,0.0204,candlestick,0
02.01.2018 14:36:20.000 GMT-0000,10.468,10.468,10.468,10.468,0.0047,candlestick,0
02.01.2018 14:36:21.000 GMT-0000,10.460,10.460,10.448,10.448,0.009,candlestick,0
